risk_id,kredit_id,risk_skoru,risk_kateqoriyasi,ayliq_gelir_melumati,ish_tecrubesi_il,teminat_varmi,kredit_teminat_deyeri
1040,1040,560,Orta,1220.54,12,Bəli,55437.33
1041,1041,500,Yüksək,4094.44,24,Bəli,42379.5
1042,1042,752,Aşağı,1429.79,7,Xeyr,
1043,1043,640,Orta,636.97,10,Xeyr,
1044,1044,348,Yüksək,2813.63,17,Bəli,32991.06
1045,1045,661,Orta,1889.99,18,Bəli,48120.08
1046,1046,330,Yüksək,2326.51,9,Bəli,85781.91
1047,1047,394,Yüksək,2762.44,30,Bəli,92016.06
1048,1048,815,Aşağı,4445.17,20,Bəli,76822.95
1049,1049,462,Yüksək,1705.08,27,Bəli,2047.18
1050,1050,768,Aşağı,3930.11,14,Xeyr,
1051,1051,524,Orta,2539.0,27,Xeyr,
1052,1052,650,Orta,4518.12,15,Bəli,6842.47
1053,1053,688,Orta,1413.69,4,Bəli,293278.32
1054,1054,458,Yüksək,2745.08,1,Bəli,96117.04
1055,1055,346,Yüksək,3637.41,25,Xeyr,
1056,1056,781,Aşağı,2557.54,16,Bəli,53300.28
1057,1057,450,Yüksək,3537.18,21,Bəli,2906.62
1058,1058,572,Orta,4240.7,16,Bəli,19173.18
1059,1059,705,Aşağı,4633.67,13,Xeyr,
1060,1060,790,Aşağı,4090.84,14,Bəli,35118.86
1061,1061,314,Yüksək,4210.97,27,Bəli,27309.46
1062,1062,786,Aşağı,4466.32,3,Xeyr,
1063,1063,597,Orta,3238.87,22,Bəli,206008.47
1064,1064,727,Aşağı,1990.27,19,Xeyr,
1065,1065,464,Yüksək,1478.54,0,Xeyr,
1066,1066,693,Orta,4366.05,28,Bəli,14355.85
1067,1067,659,Orta,4709.42,24,Bəli,46177.17
1068,1068,628,Orta,410.04,30,Bəli,55432.04
1069,1069,386,Yüksək,4641.56,14,Xeyr,
1070,1070,526,Orta,2438.83,15,Bəli,354491.73
1071,1071,491,Yüksək,584.55,15,Bəli,44345.13
1072,1072,736,Aşağı,4730.5,26,Xeyr,
1073,1073,840,Aşağı,4377.15,30,Bəli,20170.67
1074,1074,758,Aşağı,2245.69,3,Bəli,45526.6
1075,1075,626,Orta,1831.14,30,Bəli,27323.16
1076,1076,802,Aşağı,1744.11,16,Bəli,18346.21
1077,1077,677,Orta,466.24,24,Xeyr,
1078,1078,421,Yüksək,506.34,21,Bəli,66147.46
1079,1079,838,Aşağı,4297.83,2,Bəli,40431.54
1080,1080,789,Aşağı,3913.23,19,Xeyr,
1081,1081,700,Orta,1451.4,23,Bəli,24892.66
1082,1082,793,Aşağı,4465.4,17,Xeyr,
1083,1083,461,Yüksək,3677.31,26,Bəli,14155.82
1084,1084,838,Aşağı,4902.14,14,Bəli,51084.63
1085,1085,572,Orta,591.44,21,Xeyr,
1086,1086,726,Aşağı,1414.85,28,Xeyr,
1087,1087,352,Yüksək,2057.48,21,Bəli,227519.52
1088,1088,736,Aşağı,3109.75,22,Xeyr,
1089,1089,559,Orta,593.55,28,Bəli,27043.89
1090,1090,691,Orta,926.65,15,Bəli,31758.64
1091,1091,410,Yüksək,894.55,7,Bəli,211081.43
1092,1092,474,Yüksək,4758.34,18,Bəli,31031.75
1093,1093,565,Orta,4521.03,28,Xeyr,
1094,1094,483,Yüksək,1055.03,1,Xeyr,
1095,1095,773,Aşağı,2063.41,17,Bəli,10343.95
1096,1096,561,Orta,1420.11,13,Bəli,67114.43
1097,1097,774,Aşağı,439.31,14,Bəli,215021.92
1098,1098,816,Aşağı,807.81,23,Xeyr,
1099,1099,559,Orta,680.53,5,Bəli,10644.51
1100,1100,825,Aşağı,4157.53,14,Xeyr,
1101,1101,746,Aşağı,4073.08,18,Xeyr,
1102,1102,647,Orta,2836.55,22,Xeyr,
1103,1103,606,Orta,4123.62,2,Xeyr,
1104,1104,313,Yüksək,1475.38,15,Bəli,43137.32
1105,1105,752,Aşağı,3126.77,28,Xeyr,
1106,1106,345,Yüksək,1644.16,11,Bəli,8447.3
1107,1107,813,Aşağı,1186.12,9,Xeyr,
1108,1108,785,Aşağı,1064.12,30,Bəli,61401.16
1109,1109,341,Yüksək,1763.72,25,Xeyr,
1110,1110,364,Yüksək,3170.02,13,Xeyr,
1111,1111,374,Yüksək,876.0,8,Xeyr,
1112,1112,669,Orta,2531.78,12,Bəli,109095.16
1113,1113,495,Yüksək,4190.69,16,Bəli,4391.06
1114,1114,480,Yüksək,634.34,24,Xeyr,
1115,1115,548,Orta,510.91,22,Xeyr,
1116,1116,768,Aşağı,3888.02,19,Bəli,46798.3
1117,1117,778,Aşağı,3824.57,12,Bəli,18057.54
1118,1118,476,Yüksək,2871.5,25,Xeyr,
1119,1119,745,Aşağı,3241.39,4,Bəli,5001.71
1120,1120,793,Aşağı,1277.43,7,Xeyr,
1121,1121,709,Aşağı,597.0,4,Bəli,3296.28
1122,1122,728,Aşağı,413.45,1,Bəli,368753.55
1123,1123,647,Orta,3297.81,18,Bəli,158385.71
1124,1124,721,Aşağı,1441.93,25,Xeyr,
1125,1125,688,Orta,4755.81,28,Xeyr,
1126,1126,833,Aşağı,2634.11,30,Bəli,105344.43
1127,1127,335,Yüksək,3953.57,15,Xeyr,
1128,1128,512,Orta,3060.54,11,Bəli,50620.75
1129,1129,745,Aşağı,3077.56,14,Xeyr,
1130,1130,734,Aşağı,2961.17,13,Xeyr,
1131,1131,788,Aşağı,4026.75,22,Xeyr,
1132,1132,382,Yüksək,2350.66,12,Bəli,21179.19
1133,1133,406,Yüksək,4952.98,6,Bəli,47007.92
1134,1134,390,Yüksək,595.92,1,Xeyr,
1135,1135,594,Orta,1408.35,14,Xeyr,
1136,1136,459,Yüksək,2149.58,8,Bəli,52488.43
1137,1137,321,Yüksək,563.52,0,Xeyr,
1138,1138,369,Yüksək,4686.86,28,Xeyr,
1139,1139,658,Orta,2393.92,9,Xeyr,
1140,1140,544,Orta,4028.84,25,Bəli,208598.02
1141,1141,362,Yüksək,4530.83,24,Xeyr,
1142,1142,801,Aşağı,2455.99,5,Xeyr,
1143,1143,633,Orta,3720.77,20,Bəli,268448.62
1144,1144,372,Yüksək,3800.28,18,Bəli,126373.97
1145,1145,627,Orta,3909.61,17,Bəli,7532.78
1146,1146,359,Yüksək,1184.95,22,Bəli,21706.42
1147,1147,648,Orta,1150.0,23,Bəli,36803.65
1148,1148,355,Yüksək,516.91,7,Xeyr,
1149,1149,560,Orta,1505.66,20,Bəli,214980.52
1150,1150,823,Aşağı,977.26,18,Xeyr,
1151,1151,652,Orta,1712.88,21,Xeyr,
1152,1152,320,Yüksək,2023.99,24,Xeyr,
1153,1153,799,Aşağı,4448.57,0,Bəli,35114.6
1154,1154,599,Orta,1850.88,30,Xeyr,
1155,1155,762,Aşağı,4147.55,29,Bəli,16660.26
1156,1156,358,Yüksək,3349.47,16,Bəli,304846.65
1157,1157,383,Yüksək,4075.31,8,Bəli,44068.7
1158,1158,710,Aşağı,426.47,19,Bəli,6038.01
1159,1159,793,Aşağı,4982.03,2,Xeyr,
1160,1160,648,Orta,4477.82,29,Xeyr,
1161,1161,546,Orta,2888.94,2,Bəli,82743.54
1162,1162,717,Aşağı,4936.79,15,Bəli,142772.13
1163,1163,541,Orta,3361.07,11,Bəli,34584.23
1164,1164,333,Yüksək,4193.23,24,Xeyr,
1165,1165,464,Yüksək,2415.98,19,Xeyr,
1166,1166,415,Yüksək,3092.1,7,Xeyr,
1167,1167,442,Yüksək,2320.27,0,Xeyr,
1168,1168,400,Yüksək,1264.18,26,Xeyr,
1169,1169,324,Yüksək,3320.02,14,Xeyr,
1170,1170,339,Yüksək,3444.99,0,Xeyr,
1171,1171,687,Orta,2340.14,9,Xeyr,
1172,1172,573,Orta,3362.47,0,Bəli,67834.19
1173,1173,595,Orta,2547.6,22,Bəli,33098.55
1174,1174,379,Yüksək,556.26,14,Bəli,279326.01
1175,1175,450,Yüksək,4585.36,22,Xeyr,
1176,1176,503,Orta,4537.58,17,Xeyr,
1177,1177,447,Yüksək,771.46,16,Xeyr,
1178,1178,550,Orta,4077.19,30,Xeyr,
1179,1179,692,Orta,1784.15,6,Bəli,15895.17
1180,1180,570,Orta,4682.92,9,Xeyr,
1181,1181,495,Yüksək,2768.9,13,Xeyr,
1182,1182,399,Yüksək,506.16,0,Bəli,89262.92
1183,1183,701,Aşağı,3543.39,0,Bəli,9983.87
1184,1184,531,Orta,3663.23,22,Bəli,11153.19
1185,1185,786,Aşağı,1228.97,12,Xeyr,
1186,1186,737,Aşağı,3374.27,11,Bəli,53901.65
1187,1187,735,Aşağı,4620.46,29,Bəli,27043.72
1188,1188,385,Yüksək,2800.36,21,Bəli,1286.68
1189,1189,695,Orta,3551.2,29,Bəli,23171.74
1190,1190,691,Orta,4884.47,24,Xeyr,
1191,1191,674,Orta,1169.98,19,Xeyr,
1192,1192,438,Yüksək,2290.42,14,Xeyr,
1193,1193,543,Orta,4718.49,10,Xeyr,
1194,1194,399,Yüksək,3292.53,4,Bəli,72572.0
1195,1195,598,Orta,1980.56,19,Xeyr,
1196,1196,530,Orta,3813.05,1,Xeyr,
1197,1197,516,Orta,3208.81,1,Bəli,12184.51
1198,1198,691,Orta,2800.53,9,Bəli,2741.41
1199,1199,747,Aşağı,627.57,3,Bəli,37131.22
1200,1200,408,Yüksək,755.67,29,Xeyr,
1201,1201,532,Orta,1960.82,3,Xeyr,
1202,1202,353,Yüksək,1097.46,6,Bəli,13954.33
1203,1203,358,Yüksək,1874.36,17,Xeyr,
1204,1204,411,Yüksək,3561.98,4,Bəli,19949.65
1205,1205,613,Orta,4140.02,6,Xeyr,
1206,1206,849,Aşağı,4055.69,28,Bəli,10500.86
1207,1207,657,Orta,4916.13,26,Bəli,5485.37
1208,1208,461,Yüksək,857.38,12,Bəli,96677.93
1209,1209,457,Yüksək,2402.09,22,Bəli,52694.71
1210,1210,463,Yüksək,2997.88,3,Xeyr,
1211,1211,678,Orta,2300.96,12,Bəli,35753.21
1212,1212,719,Aşağı,2135.84,14,Xeyr,
1213,1213,614,Orta,4276.46,25,Xeyr,
1214,1214,700,Orta,3914.93,15,Xeyr,
1215,1215,723,Aşağı,3710.83,8,Bəli,9830.92
1216,1216,744,Aşağı,3315.12,27,Xeyr,
1217,1217,821,Aşağı,1046.47,16,Xeyr,
1218,1218,316,Yüksək,576.63,7,Bəli,52276.91
1219,1219,801,Aşağı,2616.03,14,Xeyr,
1220,1220,327,Yüksək,3287.55,18,Xeyr,
1221,1221,302,Yüksək,1741.79,15,Xeyr,
1222,1222,323,Yüksək,2422.34,10,Bəli,25418.53
1223,1223,604,Orta,3014.99,4,Bəli,230103.19
1224,1224,664,Orta,2945.29,9,Xeyr,
1225,1225,765,Aşağı,571.53,7,Xeyr,
1226,1226,581,Orta,3923.9,4,Bəli,48990.08
1227,1227,314,Yüksək,4551.7,9,Bəli,61113.0
1228,1228,564,Orta,2991.91,6,Xeyr,
1229,1229,731,Aşağı,2820.47,30,Bəli,25470.35
1230,1230,397,Yüksək,3846.36,15,Bəli,41099.67
1231,1231,655,Orta,4885.09,3,Xeyr,
1232,1232,575,Orta,931.36,18,Bəli,250923.85
1233,1233,636,Orta,1301.53,0,Xeyr,
1234,1234,702,Aşağı,3333.89,2,Xeyr,
1235,1235,326,Yüksək,4846.82,3,Bəli,37425.9
1236,1236,704,Aşağı,2320.65,21,Xeyr,
1237,1237,564,Orta,3685.37,14,Xeyr,
1238,1238,550,Orta,1487.48,13,Bəli,40317.2
1239,1239,736,Aşağı,1961.53,13,Bəli,13930.51
1240,1240,325,Yüksək,1993.76,14,Bəli,45012.63
1241,1241,344,Yüksək,2180.24,24,Xeyr,
1242,1242,442,Yüksək,1037.06,16,Xeyr,
1243,1243,774,Aşağı,4207.56,13,Bəli,18084.89
1244,1244,439,Yüksək,3845.85,20,Bəli,180653.41
1245,1245,407,Yüksək,1784.65,3,Xeyr,
1246,1246,517,Orta,3334.28,24,Xeyr,
1247,1247,582,Orta,437.2,7,Bəli,13682.48
1248,1248,656,Orta,977.22,29,Xeyr,
1249,1249,326,Yüksək,4740.3,5,Xeyr,
1250,1250,630,Orta,4711.05,22,Xeyr,
1251,1251,477,Yüksək,2035.08,22,Xeyr,
1252,1252,757,Aşağı,2564.28,9,Bəli,6942.04
1253,1253,606,Orta,4541.65,11,Xeyr,
1254,1254,348,Yüksək,1874.69,18,Bəli,21166.08
1255,1255,630,Orta,4768.76,25,Xeyr,
1256,1256,669,Orta,2060.52,11,Xeyr,
1257,1257,415,Yüksək,4796.63,30,Xeyr,
1258,1258,489,Yüksək,3041.09,21,Xeyr,
1259,1259,743,Aşağı,1134.13,1,Bəli,27804.54
1260,1260,606,Orta,3687.61,18,Bəli,18451.38
1261,1261,564,Orta,4558.59,0,Bəli,18680.47
1262,1262,643,Orta,4493.22,19,Xeyr,
1263,1263,784,Aşağı,3738.12,18,Xeyr,
1264,1264,511,Orta,4787.61,24,Xeyr,
1265,1265,415,Yüksək,1781.35,28,Bəli,44834.31
1266,1266,710,Aşağı,4195.89,10,Bəli,20188.66
1267,1267,805,Aşağı,4933.97,14,Xeyr,
1268,1268,629,Orta,2586.5,1,Bəli,402928.51
1269,1269,629,Orta,2260.85,19,Xeyr,
1270,1270,453,Yüksək,4225.18,4,Xeyr,
1271,1271,647,Orta,1196.42,2,Bəli,29629.67
1272,1272,553,Orta,3382.8,3,Bəli,33098.32
1273,1273,708,Aşağı,3479.01,0,Xeyr,
1274,1274,725,Aşağı,1458.51,10,Xeyr,
1275,1275,493,Yüksək,1338.37,0,Xeyr,
1276,1276,394,Yüksək,1359.02,0,Bəli,85839.33
1277,1277,364,Yüksək,4203.21,27,Bəli,260726.39
1278,1278,460,Yüksək,539.19,25,Bəli,47290.54
1279,1279,442,Yüksək,485.64,17,Xeyr,
1280,1280,567,Orta,3552.79,16,Bəli,30013.4
1281,1281,684,Orta,3078.45,28,Bəli,18504.33
1282,1282,573,Orta,1898.8,7,Bəli,19337.19
1283,1283,373,Yüksək,1491.28,11,Bəli,370337.84
1284,1284,688,Orta,1479.39,10,Bəli,34023.27
1285,1285,511,Orta,2729.06,2,Xeyr,
1286,1286,484,Yüksək,1652.09,14,Bəli,17175.03
1287,1287,379,Yüksək,4248.71,11,Xeyr,
1288,1288,730,Aşağı,2885.97,10,Xeyr,
1289,1289,428,Yüksək,4654.12,8,Bəli,6830.82
1290,1290,505,Orta,3005.65,12,Bəli,126535.26
1291,1291,550,Orta,4847.34,30,Bəli,133106.87
1292,1292,380,Yüksək,865.07,23,Bəli,7832.22
1293,1293,316,Yüksək,796.54,16,Xeyr,
1294,1294,654,Orta,4139.27,14,Xeyr,
1295,1295,602,Orta,1795.08,21,Bəli,24443.57
1296,1296,523,Orta,547.52,19,Xeyr,
1297,1297,580,Orta,627.72,20,Bəli,135252.4
1298,1298,406,Yüksək,4088.05,26,Xeyr,
1299,1299,733,Aşağı,2251.46,26,Xeyr,
1300,1300,781,Aşağı,1250.63,3,Bəli,290473.23
1301,1301,538,Orta,3021.23,0,Bəli,20599.46
1302,1302,683,Orta,3912.67,26,Bəli,43375.71
1303,1303,305,Yüksək,3833.24,24,Xeyr,
1304,1304,553,Orta,1502.59,16,Bəli,47923.42
1305,1305,610,Orta,600.0,5,Xeyr,
1306,1306,658,Orta,2039.31,7,Xeyr,
1307,1307,740,Aşağı,442.18,18,Bəli,28042.85
1308,1308,533,Orta,1469.54,3,Bəli,34193.53
1309,1309,530,Orta,3654.2,14,Xeyr,
1310,1310,321,Yüksək,3555.11,11,Bəli,20196.85
1311,1311,694,Orta,4012.85,9,Bəli,62023.72
1312,1312,479,Yüksək,1512.58,2,Xeyr,
1313,1313,537,Orta,1399.59,24,Bəli,19732.26
1314,1314,682,Orta,983.89,10,Bəli,191850.54
1315,1315,331,Yüksək,2238.8,3,Xeyr,
1316,1316,705,Aşağı,2418.42,1,Bəli,59757.81
1317,1317,774,Aşağı,2801.27,9,Bəli,9148.06
1318,1318,367,Yüksək,1722.99,30,Bəli,40268.82
1319,1319,659,Orta,1503.23,13,Bəli,22651.71
1320,1320,642,Orta,3378.2,18,Bəli,26760.85
1321,1321,599,Orta,4637.7,15,Xeyr,
1322,1322,512,Orta,2410.76,25,Xeyr,
1323,1323,531,Orta,2684.61,29,Bəli,3219.56
1324,1324,389,Yüksək,3914.07,23,Xeyr,
1325,1325,380,Yüksək,2847.5,0,Xeyr,
1326,1326,540,Orta,2628.7,11,Bəli,39266.4
1327,1327,680,Orta,3841.89,9,Xeyr,
1328,1328,385,Yüksək,2601.53,9,Xeyr,
1329,1329,537,Orta,4347.74,13,Xeyr,
1330,1330,820,Aşağı,4488.09,19,Bəli,31197.24
1331,1331,707,Aşağı,3046.6,18,Bəli,28811.24
1332,1332,336,Yüksək,4336.1,24,Bəli,20629.0
1333,1333,737,Aşağı,2501.61,23,Xeyr,
1334,1334,412,Yüksək,1504.56,18,Xeyr,
1335,1335,543,Orta,1601.12,2,Xeyr,
1336,1336,710,Aşağı,4573.89,6,Xeyr,
1337,1337,688,Orta,3179.71,29,Bəli,63481.76
1338,1338,680,Orta,1883.82,25,Xeyr,
1339,1339,730,Aşağı,4750.54,28,Bəli,19705.13
1340,1340,363,Yüksək,859.74,12,Xeyr,
1341,1341,686,Orta,3217.08,27,Xeyr,
1342,1342,450,Yüksək,767.57,25,Xeyr,
1343,1343,754,Aşağı,1693.79,18,Bəli,35133.42
1344,1344,343,Yüksək,1023.52,24,Bəli,176365.65
1345,1345,834,Aşağı,1281.12,22,Bəli,30510.45
1346,1346,585,Orta,550.61,16,Bəli,36784.0
1347,1347,704,Aşağı,4232.98,18,Xeyr,
1348,1348,811,Aşağı,3767.61,8,Xeyr,
1349,1349,843,Aşağı,2055.49,18,Xeyr,
1350,1350,694,Orta,2529.12,4,Xeyr,
1351,1351,526,Orta,1225.27,30,Bəli,110396.1
1352,1352,444,Yüksək,4921.26,16,Xeyr,
1353,1353,769,Aşağı,2606.38,20,Bəli,12469.4
1354,1354,507,Orta,3389.78,15,Bəli,33057.04
1355,1355,827,Aşağı,1640.76,19,Bəli,81197.77
1356,1356,334,Yüksək,4680.95,13,Xeyr,
1357,1357,380,Yüksək,3153.93,0,Bəli,29638.61
1358,1358,475,Yüksək,1126.81,25,Xeyr,
1359,1359,787,Aşağı,685.2,18,Xeyr,
1360,1360,347,Yüksək,3308.45,1,Bəli,6171.61
1361,1361,668,Orta,2281.0,28,Xeyr,
1362,1362,340,Yüksək,1628.17,30,Xeyr,
1363,1363,553,Orta,1705.57,3,Xeyr,
1364,1364,659,Orta,4233.64,20,Bəli,9578.36
1365,1365,817,Aşağı,4931.33,7,Xeyr,
1366,1366,595,Orta,2178.79,27,Xeyr,
1367,1367,512,Orta,1568.47,3,Xeyr,
1368,1368,624,Orta,2020.49,29,Xeyr,
1369,1369,666,Orta,3642.16,28,Bəli,33390.75
1370,1370,628,Orta,650.03,15,Xeyr,
1371,1371,368,Yüksək,4168.01,23,Bəli,97963.3
1372,1372,440,Yüksək,4166.96,5,Bəli,28904.36
1373,1373,781,Aşağı,954.99,19,Xeyr,
1374,1374,594,Orta,3173.02,5,Xeyr,
1375,1375,619,Orta,3429.53,3,Bəli,7830.79
1376,1376,497,Yüksək,1216.92,17,Xeyr,
1377,1377,794,Aşağı,3471.88,9,Bəli,72404.45
1378,1378,613,Orta,4109.49,21,Xeyr,
1379,1379,744,Aşağı,1805.97,22,Bəli,17445.35
1380,1380,548,Orta,1201.98,17,Bəli,27940.79
1381,1381,662,Orta,1262.0,12,Xeyr,
1382,1382,651,Orta,4723.17,13,Xeyr,
1383,1383,486,Yüksək,4772.05,26,Xeyr,
1384,1384,590,Orta,1782.36,19,Bəli,7134.75
1385,1385,574,Orta,1981.99,22,Xeyr,
1386,1386,474,Yüksək,1727.26,1,Xeyr,
1387,1387,605,Orta,3262.88,18,Xeyr,
1388,1388,509,Orta,1118.29,14,Bəli,35493.97
1389,1389,555,Orta,4422.35,25,Bəli,4974.95
1390,1390,472,Yüksək,3263.58,11,Bəli,31645.82
1391,1391,796,Aşağı,517.16,3,Bəli,34730.94
1392,1392,316,Yüksək,3977.11,2,Bəli,307222.01
1393,1393,328,Yüksək,3838.21,17,Xeyr,
1394,1394,328,Yüksək,4255.14,6,Xeyr,
1395,1395,800,Aşağı,3639.04,7,Bəli,46819.87
1396,1396,841,Aşağı,3561.76,15,Bəli,2195.99
1397,1397,581,Orta,4255.4,17,Bəli,33054.93
1398,1398,758,Aşağı,4144.18,30,Xeyr,
1399,1399,506,Orta,1279.74,3,Xeyr,
1400,1400,531,Orta,3583.01,23,Xeyr,
1401,1401,566,Orta,3177.53,6,Xeyr,
1402,1402,788,Aşağı,3318.96,22,Xeyr,
1403,1403,301,Yüksək,914.74,8,Xeyr,
1404,1404,671,Orta,4409.11,19,Bəli,173326.03
1405,1405,654,Orta,2534.97,11,Xeyr,
1406,1406,540,Orta,3019.7,14,Bəli,36049.58
1407,1407,466,Yüksək,2437.53,11,Bəli,5282.82
1408,1408,377,Yüksək,2493.54,27,Bəli,14855.12
1409,1409,707,Aşağı,3889.83,9,Bəli,12023.38
1410,1410,637,Orta,3861.12,21,Bəli,44903.09
1411,1411,499,Yüksək,1839.66,28,Xeyr,
1412,1412,789,Aşağı,3384.29,5,Bəli,29861.01
1413,1413,660,Orta,1130.14,19,Bəli,28791.3
1414,1414,642,Orta,1424.02,21,Bəli,54650.55
1415,1415,640,Orta,2029.65,30,Xeyr,
1416,1416,303,Yüksək,1960.03,28,Bəli,150631.51
1417,1417,440,Yüksək,4640.68,26,Bəli,75457.39
1418,1418,726,Aşağı,3690.38,28,Bəli,25297.59
1419,1419,710,Aşağı,1605.22,22,Xeyr,
1420,1420,809,Aşağı,2074.82,2,Xeyr,
1421,1421,410,Yüksək,1686.64,4,Xeyr,
1422,1422,702,Aşağı,1169.98,13,Bəli,36465.29
1423,1423,826,Aşağı,4725.87,17,Xeyr,
1424,1424,739,Aşağı,3079.59,4,Bəli,15272.07
1425,1425,538,Orta,4475.59,25,Bəli,106069.75
1426,1426,465,Yüksək,4976.99,1,Bəli,340436.72
1427,1427,478,Yüksək,2326.17,6,Bəli,58856.67
1428,1428,613,Orta,4863.84,2,Xeyr,
1429,1429,759,Aşağı,2755.48,10,Bəli,49937.61
1430,1430,319,Yüksək,3384.64,20,Bəli,17905.23
1431,1431,339,Yüksək,1410.27,22,Bəli,104017.91
1432,1432,453,Yüksək,2440.03,12,Bəli,213869.19
1433,1433,571,Orta,1779.05,13,Xeyr,
1434,1434,827,Aşağı,4297.98,3,Xeyr,
1435,1435,349,Yüksək,2052.2,25,Bəli,16355.7
1436,1436,359,Yüksək,2316.42,15,Bəli,16565.86
1437,1437,323,Yüksək,832.81,1,Bəli,65899.13
1438,1438,308,Yüksək,3654.27,14,Xeyr,
1439,1439,643,Orta,2873.48,2,Bəli,22269.79
1440,1440,380,Yüksək,2860.63,26,Bəli,87574.6
1441,1441,526,Orta,4816.56,18,Xeyr,
1442,1442,316,Yüksək,2379.18,5,Bəli,67197.24
1443,1443,728,Aşağı,3628.19,16,Bəli,6974.3
1444,1444,638,Orta,2180.71,13,Xeyr,
1445,1445,542,Orta,1746.14,21,Bəli,18141.73
1446,1446,842,Aşağı,1818.8,10,Bəli,34657.33
1447,1447,516,Orta,4846.73,11,Bəli,54352.33
1448,1448,455,Yüksək,856.66,13,Xeyr,
1449,1449,818,Aşağı,3450.71,23,Xeyr,
1450,1450,391,Yüksək,4064.81,10,Bəli,59216.81
1451,1451,505,Orta,2085.77,29,Bəli,91470.73
1452,1452,668,Orta,1054.19,26,Xeyr,
1453,1453,825,Aşağı,1183.74,2,Xeyr,
1454,1454,347,Yüksək,4863.81,10,Xeyr,
1455,1455,705,Aşağı,2410.4,21,Xeyr,
1456,1456,557,Orta,3558.66,1,Bəli,67705.86
1457,1457,850,Aşağı,400.74,24,Bəli,9829.6
1458,1458,792,Aşağı,3861.36,6,Xeyr,
1459,1459,714,Aşağı,4436.75,25,Xeyr,
1460,1460,589,Orta,2793.78,28,Xeyr,
1461,1461,811,Aşağı,1834.95,7,Bəli,616.47
1462,1462,443,Yüksək,2625.25,25,Xeyr,
1463,1463,589,Orta,4725.41,28,Xeyr,
1464,1464,353,Yüksək,3485.55,26,Xeyr,
1465,1465,740,Aşağı,4632.31,14,Xeyr,
1466,1466,673,Orta,789.7,16,Bəli,42640.04
1467,1467,530,Orta,4984.16,3,Xeyr,
1468,1468,545,Orta,1354.32,20,Bəli,22926.18
1469,1469,588,Orta,2360.35,8,Xeyr,
1470,1470,613,Orta,3334.04,10,Bəli,2332.26
1471,1471,837,Aşağı,4336.42,20,Xeyr,
1472,1472,429,Yüksək,1103.7,27,Xeyr,
1473,1473,776,Aşağı,3693.96,1,Bəli,7365.27
1474,1474,840,Aşağı,891.25,15,Xeyr,
1475,1475,532,Orta,3404.94,19,Bəli,30934.8
1476,1476,471,Yüksək,1608.44,14,Xeyr,
1477,1477,682,Orta,939.7,29,Bəli,34856.82
1478,1478,693,Orta,3653.48,19,Xeyr,
1479,1479,408,Yüksək,4111.63,21,Bəli,9202.4
1480,1480,512,Orta,2138.97,1,Bəli,257287.92
1481,1481,587,Orta,3900.14,3,Bəli,63169.63
1482,1482,850,Aşağı,1707.8,16,Xeyr,
1483,1483,314,Yüksək,2439.66,0,Xeyr,
1484,1484,609,Orta,2389.09,14,Xeyr,
1485,1485,779,Aşağı,844.83,1,Bəli,69043.85
1486,1486,849,Aşağı,3497.78,27,Bəli,33722.34
1487,1487,841,Aşağı,3715.56,24,Bəli,13757.7
1488,1488,610,Orta,822.44,3,Bəli,30767.34
1489,1489,489,Yüksək,4047.98,5,Xeyr,
1490,1490,635,Orta,3550.73,24,Xeyr,
1491,1491,848,Aşağı,4072.12,30,Bəli,259907.13
1492,1492,776,Aşağı,4504.32,12,Bəli,166640.66
1493,1493,406,Yüksək,4952.94,23,Bəli,25286.96
1494,1494,504,Orta,2788.24,5,Xeyr,
1495,1495,838,Aşağı,3334.84,29,Bəli,4625.46
1496,1496,541,Orta,1237.86,7,Xeyr,
1497,1497,833,Aşağı,532.41,1,Bəli,386483.38
1498,1498,465,Yüksək,4662.3,27,Xeyr,
1499,1499,680,Orta,2891.5,10,Xeyr,
1500,1500,606,Orta,2930.58,11,Bəli,161108.76
1501,1501,825,Aşağı,3398.05,8,Bəli,14438.11
1502,1502,328,Yüksək,4140.3,21,Xeyr,
1503,1503,652,Orta,3902.53,28,Bəli,43963.22
1504,1504,531,Orta,3719.8,29,Xeyr,
1505,1505,473,Yüksək,4101.16,17,Xeyr,
1506,1506,534,Orta,2494.19,16,Xeyr,
1507,1507,547,Orta,3560.46,5,Xeyr,
1508,1508,339,Yüksək,1431.02,26,Xeyr,
1509,1509,308,Yüksək,996.56,28,Bəli,39312.6
1510,1510,338,Yüksək,474.15,27,Xeyr,
1511,1511,798,Aşağı,4877.19,0,Xeyr,
1512,1512,489,Yüksək,2958.97,29,Bəli,75654.43
1513,1513,442,Yüksək,3358.89,23,Bəli,6213.62
1514,1514,641,Orta,4301.36,30,Bəli,44297.92
1515,1515,703,Aşağı,3946.53,7,Xeyr,
1516,1516,600,Orta,3207.13,2,Bəli,224033.45
1517,1517,784,Aşağı,1041.61,2,Bəli,3763.51
1518,1518,493,Yüksək,2900.08,4,Bəli,50946.48
1519,1519,627,Orta,3306.42,25,Bəli,46736.78
1520,1520,785,Aşağı,1982.01,6,Bəli,151476.85
1521,1521,636,Orta,3692.49,19,Bəli,29208.77
1522,1522,434,Yüksək,1672.79,3,Bəli,50209.5
1523,1523,316,Yüksək,4254.32,5,Bəli,13860.2
1524,1524,581,Orta,1593.08,24,Xeyr,
1525,1525,754,Aşağı,708.5,0,Bəli,7974.45
