kredit_id,musteri_id,kredit_novu,kredit_meblegi,valyuta,verilme_tarixi,bitme_tarixi,faiz_derecesi,muddet_ay
1496,508,İstehlak,9022.28,AZN,2024-02-02,2028-12-07,20.83,59
1497,697,İpoteka,277428.0,USD,2023-10-10,2038-06-23,9.39,179
1498,2354,İpoteka,57489.64,USD,2024-06-09,2047-09-07,7.67,283
1499,1910,Mikro Biznes,27811.51,AZN,2024-09-28,2027-06-15,12.02,33
1500,899,İpoteka,115429.06,AZN,2023-02-27,2042-05-18,7.78,234
1501,2358,Avto,12492.56,EUR,2023-10-25,2030-02-20,14.18,77
1502,1104,Avto,30986.51,AZN,2025-05-10,2030-03-15,16.2,59
1503,45,Mikro Biznes,46554.4,AZN,2022-11-14,2030-01-06,12.24,87
1504,1081,Avto,49597.26,USD,2025-01-31,2030-05-05,14.42,64
1505,1506,İpoteka,106279.6,AZN,2023-07-26,2042-12-13,7.88,236
1506,1001,İstehlak,5303.19,USD,2025-10-02,2028-02-19,21.38,29
1507,1074,Mikro Biznes,25385.51,EUR,2024-08-01,2027-03-19,15.4,32
1508,2186,İstehlak,24429.19,EUR,2022-11-17,2024-12-06,17.72,25
1509,1813,İstehlak,28531.91,EUR,2024-11-18,2029-06-25,19.77,56
1510,329,İpoteka,114919.24,EUR,2024-07-05,2051-02-14,7.9,324
1511,619,Mikro Biznes,42013.38,EUR,2025-03-13,2026-12-03,19.24,21
1512,587,İpoteka,89076.19,AZN,2025-04-01,2032-11-20,8.67,93
1513,66,Mikro Biznes,7408.48,EUR,2024-12-17,2032-01-10,15.69,86
1514,1202,Mikro Biznes,47627.26,USD,2022-11-16,2024-02-09,13.35,15
1515,2211,Mikro Biznes,23728.79,AZN,2023-12-07,2030-10-31,14.07,84
1516,964,İpoteka,227596.66,AZN,2025-07-25,2046-12-02,7.07,260
1517,1503,Mikro Biznes,4501.8,AZN,2025-02-10,2026-03-07,19.74,13
1518,1914,Mikro Biznes,46775.75,AZN,2023-08-06,2027-07-16,15.34,48
1519,198,İpoteka,44557.36,AZN,2023-09-28,2041-04-26,8.19,214
1520,729,İpoteka,181105.96,EUR,2023-03-10,2035-12-02,8.87,155
1521,1187,İstehlak,25825.34,AZN,2024-03-29,2027-10-10,19.22,43
1522,1406,Mikro Biznes,35808.52,USD,2024-05-18,2027-06-02,17.97,37
1523,291,İstehlak,12533.88,EUR,2024-01-22,2026-03-12,16.3,26
1524,1392,Avto,57915.95,AZN,2023-08-06,2029-04-06,14.78,69
1525,2046,Mikro Biznes,7511.56,USD,2025-08-27,2027-11-15,15.14,27
1526,280,Mikro Biznes,42107.44,AZN,2025-10-02,2032-04-28,13.12,80
1527,2200,Mikro Biznes,5810.72,EUR,2023-11-18,2029-12-16,17.26,74
1528,1276,İpoteka,169012.53,USD,2025-02-23,2039-02-10,8.11,170
1529,721,Avto,5040.72,EUR,2025-01-22,2030-09-23,12.17,69
1530,1059,Mikro Biznes,44608.89,USD,2024-07-26,2031-09-18,13.81,87
1531,1717,İstehlak,3391.0,EUR,2024-08-01,2025-10-25,18.0,15
1532,1124,İstehlak,4430.81,USD,2023-10-05,2027-01-17,15.67,40
1533,1682,Mikro Biznes,18297.03,EUR,2025-04-15,2032-02-08,14.55,83
1534,1496,İstehlak,8637.18,USD,2023-07-12,2025-12-28,21.49,30
1535,678,İpoteka,296539.61,AZN,2025-01-21,2053-02-23,7.11,342
1536,2084,Avto,31434.72,AZN,2025-03-10,2030-03-14,15.42,61
1537,792,İpoteka,250123.62,EUR,2023-08-06,2045-11-08,8.54,271
1538,652,Mikro Biznes,47717.06,EUR,2025-03-30,2032-12-18,14.77,94
1539,1365,Avto,23534.96,EUR,2025-10-08,2030-08-13,11.99,59
1540,135,Avto,33195.88,USD,2023-04-22,2029-06-19,14.55,75
1541,1860,Mikro Biznes,38936.71,EUR,2023-08-07,2025-07-27,13.39,24
1542,443,İstehlak,7257.85,EUR,2023-09-07,2025-04-29,19.57,20
1543,1207,İpoteka,138818.86,USD,2024-06-02,2044-03-19,9.68,241
1544,1569,Avto,56747.13,USD,2025-05-08,2027-12-24,12.47,32
1545,2283,İstehlak,5129.62,EUR,2024-08-20,2028-04-01,15.03,44
1546,1381,Avto,8791.56,USD,2023-06-29,2027-11-05,10.13,53
1547,1584,Mikro Biznes,32404.43,EUR,2025-08-27,2028-09-10,16.48,37
1548,515,İpoteka,59950.72,USD,2023-12-20,2037-04-10,8.82,162
1549,2088,Mikro Biznes,29571.19,EUR,2023-05-25,2026-02-08,19.77,33
1550,146,İstehlak,21319.19,EUR,2023-05-25,2025-02-13,15.68,21
1551,1239,Avto,77150.71,EUR,2024-11-17,2029-10-22,13.93,60
1552,737,İpoteka,146717.13,AZN,2025-06-21,2036-04-24,7.38,132
1553,39,Avto,8650.61,EUR,2023-01-18,2029-08-14,15.93,80
1554,2402,İstehlak,5858.36,AZN,2023-09-25,2026-03-13,19.27,30
1555,836,İstehlak,16734.41,USD,2024-11-01,2027-08-18,21.39,34
1556,594,Mikro Biznes,48264.68,USD,2025-04-01,2028-07-14,17.41,40
1557,746,İstehlak,4179.45,EUR,2024-09-29,2028-04-11,17.95,43
1558,1634,İpoteka,240330.64,USD,2024-11-09,2035-11-12,8.14,134
1559,2122,Avto,14823.76,AZN,2023-03-28,2027-02-05,10.62,47
1560,1363,Mikro Biznes,27465.54,EUR,2024-07-25,2030-04-25,18.22,70
1561,1260,İpoteka,229962.1,AZN,2025-02-21,2051-05-06,7.36,319
1562,2029,İstehlak,25308.44,AZN,2023-08-06,2024-09-29,15.33,14
1563,528,Avto,48700.71,EUR,2025-08-16,2027-09-05,15.8,25
1564,2439,İstehlak,10437.7,EUR,2023-03-30,2027-07-07,17.69,52
1565,1377,İstehlak,12051.49,USD,2023-08-18,2025-06-08,16.52,22
1566,216,Avto,25987.88,EUR,2025-01-15,2027-05-05,16.81,28
1567,1239,İpoteka,40248.55,AZN,2023-02-04,2044-12-10,8.62,266
1568,404,Mikro Biznes,21865.36,USD,2024-04-07,2030-11-02,14.8,80
1569,604,İstehlak,25560.0,AZN,2022-12-17,2027-04-25,21.44,53
1570,522,İpoteka,21064.92,USD,2023-09-15,2044-08-25,8.42,255
1571,2414,İpoteka,165703.27,USD,2024-03-12,2040-10-14,9.42,202
1572,2363,İstehlak,18192.08,USD,2023-05-25,2027-01-04,21.48,44
1573,1210,İpoteka,159130.26,USD,2024-02-09,2036-11-02,7.91,155
1574,933,Mikro Biznes,4704.36,AZN,2024-09-30,2029-03-08,17.03,54
1575,1702,İpoteka,95430.34,USD,2023-08-22,2042-06-13,7.19,229
1576,424,İpoteka,268223.06,EUR,2024-03-14,2047-11-09,8.61,288
1577,2336,Mikro Biznes,40257.23,USD,2023-03-22,2026-08-03,17.15,41
1578,1566,Avto,6711.99,USD,2024-12-23,2030-08-24,17.88,69
1579,1365,Mikro Biznes,44189.42,EUR,2024-06-22,2025-06-17,16.0,12
1580,1305,Mikro Biznes,32765.76,AZN,2025-07-19,2028-10-31,17.65,40
1581,1593,Avto,50101.6,EUR,2024-04-20,2030-07-18,10.91,76
1582,1895,Mikro Biznes,42185.61,EUR,2025-08-17,2030-04-23,15.46,57
1583,98,İpoteka,60518.25,USD,2023-03-23,2034-03-25,7.55,134
1584,1992,İstehlak,23191.05,USD,2023-11-15,2027-05-28,20.93,43
1585,1028,Mikro Biznes,14838.54,EUR,2025-06-03,2027-10-21,17.19,29
1586,1712,İpoteka,298194.72,AZN,2024-06-16,2034-05-25,9.06,121
1587,663,İstehlak,1079.51,EUR,2023-12-12,2028-02-19,16.77,51
1588,2415,Mikro Biznes,32732.36,AZN,2024-08-29,2029-01-05,19.79,53
1589,1644,İstehlak,22228.79,EUR,2024-08-28,2026-07-19,16.66,23
1590,2324,Avto,13351.19,AZN,2024-07-21,2027-02-06,14.69,31
1591,1131,İpoteka,168437.38,USD,2024-12-12,2030-11-11,9.17,72
1592,2274,Avto,62247.68,EUR,2024-09-05,2026-10-25,16.24,26
1593,1437,İpoteka,200793.73,USD,2023-02-13,2048-07-01,7.41,309
1594,1229,Avto,5289.11,EUR,2025-06-02,2029-07-11,12.27,50
1595,1507,İpoteka,261698.06,EUR,2024-05-17,2044-02-02,8.43,240
1596,501,Avto,47931.44,EUR,2024-04-12,2030-11-07,13.09,80
1597,256,İpoteka,283823.45,USD,2024-07-09,2043-12-27,8.08,237
1598,467,Avto,42446.18,USD,2024-06-07,2028-03-18,11.21,46
1599,262,İstehlak,29199.88,USD,2024-01-05,2026-03-25,19.79,27
1600,1325,İpoteka,284268.41,EUR,2025-08-20,2030-09-23,8.61,62
1601,1558,İstehlak,29911.62,USD,2023-01-12,2024-12-02,17.62,23
1602,806,Mikro Biznes,47134.71,AZN,2023-01-03,2027-04-12,17.86,52
1603,187,İstehlak,14547.43,AZN,2023-09-19,2027-11-27,21.04,51
1604,2371,Avto,74515.15,EUR,2022-10-28,2027-10-02,11.48,60
1605,1730,Mikro Biznes,31641.99,EUR,2024-11-16,2028-02-29,17.63,40
1606,67,İpoteka,280353.47,EUR,2024-01-07,2041-01-07,8.09,207
1607,1063,İstehlak,25974.62,EUR,2025-04-14,2030-01-18,15.05,58
1608,1757,İpoteka,251950.96,USD,2025-09-26,2035-10-04,7.41,122
1609,2354,İstehlak,29973.24,EUR,2022-12-03,2025-09-18,17.85,34
1610,1234,Avto,7692.66,AZN,2023-05-26,2028-04-29,12.74,60
1611,1682,İstehlak,3458.19,EUR,2023-05-15,2027-09-21,19.79,53
1612,1128,İstehlak,25764.5,USD,2025-01-09,2029-12-14,20.66,60
1613,1120,Avto,33874.73,AZN,2024-11-24,2027-01-13,13.31,26
1614,1060,Mikro Biznes,27421.59,AZN,2025-02-27,2026-04-23,16.46,14
1615,847,İstehlak,29624.13,USD,2023-08-21,2025-08-10,21.6,24
1616,204,Avto,57817.86,USD,2023-11-01,2026-11-15,12.75,37
1617,1506,Avto,73291.91,EUR,2023-04-30,2027-09-06,11.69,53
1618,1502,İstehlak,14638.42,USD,2022-11-10,2026-10-20,17.62,48
1619,39,İstehlak,5105.04,AZN,2024-10-19,2026-06-11,16.66,20
1620,224,Mikro Biznes,43470.48,EUR,2024-02-26,2031-02-19,13.61,85
1621,973,İstehlak,18335.55,EUR,2024-04-24,2028-08-01,15.06,52
1622,647,İstehlak,1454.11,AZN,2023-07-23,2027-01-03,15.27,42
1623,941,Avto,76008.28,AZN,2025-04-24,2029-06-02,11.33,50
1624,747,İstehlak,18321.67,USD,2025-01-15,2029-04-24,19.28,52
1625,2134,Avto,73789.89,AZN,2025-05-07,2029-02-15,15.74,46
1626,1361,İstehlak,21993.44,AZN,2024-05-02,2028-01-12,18.95,45
1627,1070,İstehlak,18310.15,AZN,2023-01-19,2024-03-14,16.25,14
1628,1087,İstehlak,11823.1,AZN,2023-10-09,2027-01-21,15.27,40
1629,1140,İstehlak,13027.4,AZN,2024-05-16,2025-10-08,18.97,17
1630,1609,İpoteka,205722.68,EUR,2023-06-15,2047-10-07,9.9,296
1631,217,İpoteka,98045.74,EUR,2023-09-20,2046-03-23,8.59,274
1632,1363,İstehlak,23721.18,USD,2025-01-13,2029-05-22,15.18,53
1633,145,Avto,9456.51,USD,2025-02-08,2027-06-28,15.65,29
1634,1995,İpoteka,174519.11,USD,2024-01-06,2033-03-19,8.38,112
1635,1427,Mikro Biznes,20158.15,EUR,2025-07-09,2031-02-08,19.08,68
1636,1801,İstehlak,25356.63,EUR,2024-03-29,2027-08-11,15.06,41
1637,848,İstehlak,9009.82,USD,2023-05-24,2026-01-08,21.86,32
1638,2491,İstehlak,7360.56,AZN,2024-06-27,2027-03-14,21.92,33
1639,1287,Avto,75606.12,AZN,2023-05-30,2026-08-12,16.42,39
1640,830,Avto,39411.98,AZN,2023-02-03,2026-02-17,11.58,37
1641,1740,Mikro Biznes,9819.52,EUR,2024-11-17,2029-10-22,13.16,60
1642,459,İpoteka,110591.4,AZN,2023-07-22,2044-01-03,9.08,249
1643,2451,İstehlak,23292.47,AZN,2025-09-17,2030-01-24,15.74,53
1644,1398,Avto,42120.37,EUR,2024-09-21,2029-11-24,10.04,63
1645,1144,Avto,50548.82,EUR,2025-07-25,2029-08-03,17.29,49
1646,237,Avto,63853.56,USD,2023-06-16,2026-01-01,16.12,31
1647,2213,Mikro Biznes,7808.49,EUR,2025-09-15,2031-01-17,15.51,65
1648,2184,İpoteka,60876.92,AZN,2023-10-08,2043-11-22,8.22,245
1649,2016,Avto,15447.76,EUR,2025-08-23,2028-11-05,17.6,39
1650,582,İstehlak,11468.0,AZN,2023-06-10,2027-06-19,15.01,49
1651,65,Mikro Biznes,40429.88,USD,2025-08-09,2032-12-30,14.64,90
1652,1693,Mikro Biznes,44261.46,EUR,2023-04-15,2029-01-13,19.79,70
1653,2428,İstehlak,7174.39,EUR,2025-04-23,2028-04-07,15.92,36
1654,2080,İstehlak,25623.04,AZN,2025-05-24,2027-12-10,15.05,31
1655,1988,İstehlak,508.29,AZN,2025-06-21,2029-11-27,19.67,54
1656,1004,Mikro Biznes,27647.34,EUR,2025-05-16,2026-08-09,19.67,15
1657,1981,İpoteka,54365.88,EUR,2024-01-11,2053-05-08,8.57,357
1658,814,İpoteka,269136.92,AZN,2023-04-27,2046-04-26,9.8,280
1659,2144,İstehlak,2057.35,AZN,2025-05-08,2026-05-03,21.95,12
1660,1639,İpoteka,48206.64,AZN,2022-10-26,2039-06-29,9.8,203
1661,1224,İpoteka,141114.4,USD,2023-06-22,2032-10-02,7.06,113
1662,242,Mikro Biznes,21283.54,USD,2025-01-17,2030-10-18,17.27,70
1663,1374,Mikro Biznes,20485.26,EUR,2023-05-25,2027-09-01,19.19,52
1664,754,İstehlak,8401.59,USD,2023-05-26,2026-04-10,18.91,35
1665,471,İpoteka,282391.04,EUR,2025-07-25,2043-03-23,9.89,215
1666,1592,İpoteka,103554.63,USD,2025-09-03,2037-01-03,7.72,138
1667,1307,Avto,78366.54,USD,2025-01-20,2029-01-29,12.5,49
1668,192,Mikro Biznes,35518.99,EUR,2025-04-26,2031-01-25,13.48,70
1669,2155,Avto,31060.72,EUR,2025-08-28,2027-09-17,17.16,25
1670,1112,Mikro Biznes,5042.37,USD,2023-03-10,2027-01-18,17.04,47
1671,1180,Mikro Biznes,6437.09,AZN,2023-10-22,2027-05-04,18.52,43
1672,2101,Mikro Biznes,42774.9,AZN,2024-03-15,2030-06-12,14.85,76
1673,952,İstehlak,25444.64,USD,2025-06-29,2030-06-03,20.81,60
1674,1679,Mikro Biznes,40669.54,USD,2022-12-06,2026-08-17,18.19,45
1675,1608,Mikro Biznes,29885.31,EUR,2022-12-08,2029-06-04,13.66,79
1676,71,İstehlak,2359.03,AZN,2023-04-04,2024-11-24,18.96,20
1677,790,Mikro Biznes,30114.72,USD,2024-08-26,2027-10-10,19.55,38
1678,948,Avto,7746.1,EUR,2023-04-21,2025-11-06,12.72,31
1679,705,İpoteka,24652.66,EUR,2024-01-11,2045-02-19,9.53,257
1680,245,İpoteka,31680.42,EUR,2024-06-25,2042-05-22,7.41,218
1681,817,Avto,37813.93,AZN,2022-12-14,2028-09-13,10.94,70
1682,482,Avto,32600.53,AZN,2025-05-24,2031-01-23,16.28,69
1683,510,Mikro Biznes,34762.07,EUR,2023-07-03,2027-11-09,18.53,53
1684,1097,İstehlak,9626.64,EUR,2025-10-01,2030-02-07,17.39,53
1685,1935,Avto,26609.88,USD,2025-04-13,2031-07-11,11.8,76
1686,2426,Mikro Biznes,46289.37,AZN,2025-05-23,2027-03-14,12.96,22
1687,1140,Avto,12776.5,AZN,2025-05-05,2029-11-10,12.13,55
1688,585,Mikro Biznes,43927.12,EUR,2022-11-05,2029-08-30,17.79,83
1689,899,İpoteka,190982.1,USD,2024-10-06,2032-06-26,7.16,94
1690,1410,Mikro Biznes,33074.04,EUR,2023-08-12,2026-08-26,12.16,37
1691,1273,Mikro Biznes,29761.41,EUR,2024-03-01,2029-07-03,18.74,65
1692,2037,Avto,20775.48,EUR,2022-11-27,2025-05-15,12.7,30
1693,299,Mikro Biznes,22658.08,EUR,2024-08-14,2026-02-05,12.81,18
1694,612,Avto,59660.65,USD,2022-10-30,2025-05-17,17.87,31
1695,1725,İstehlak,11133.31,EUR,2025-07-04,2027-04-25,16.95,22
1696,946,İstehlak,17898.69,EUR,2023-08-27,2027-10-05,17.77,50
1697,876,Mikro Biznes,19212.39,EUR,2023-06-10,2025-12-26,16.94,31
1698,25,Avto,10376.79,AZN,2024-06-11,2030-11-07,12.85,78
1699,2385,İstehlak,17031.08,EUR,2023-08-11,2026-11-23,15.35,40
1700,128,İpoteka,84902.12,USD,2025-05-19,2046-07-28,8.76,258
1701,570,İpoteka,206593.36,EUR,2023-03-25,2049-05-07,8.06,318
1702,7,Avto,23404.38,USD,2025-07-30,2027-12-17,14.38,29
1703,2464,Mikro Biznes,38732.01,AZN,2024-09-03,2030-09-02,16.61,73
1704,854,İstehlak,10469.41,USD,2022-12-14,2024-07-06,15.27,19
1705,1038,Avto,41690.44,AZN,2022-11-20,2025-01-08,15.55,26
1706,983,İpoteka,239819.89,USD,2025-01-29,2052-11-03,7.64,338
1707,262,İpoteka,147792.75,EUR,2024-11-07,2034-01-19,9.81,112
1708,387,İstehlak,28908.09,USD,2023-01-05,2025-12-20,15.39,36
1709,1741,Avto,26876.83,USD,2024-07-30,2027-10-13,17.69,39
1710,526,Avto,6698.95,USD,2025-03-29,2028-03-13,10.12,36
1711,11,Avto,8455.0,USD,2024-06-27,2031-04-22,16.97,83
1712,1556,Avto,40615.81,EUR,2023-04-28,2027-11-03,13.15,55
1713,2463,Mikro Biznes,10896.2,EUR,2022-10-27,2027-09-01,16.28,59
1714,63,İstehlak,16614.17,AZN,2024-12-28,2027-03-18,16.47,27
1715,303,Avto,15587.49,EUR,2023-01-06,2029-04-04,14.06,76
1716,1298,İpoteka,142135.27,USD,2023-06-07,2034-02-09,7.43,130
1717,306,İstehlak,14668.21,AZN,2024-08-13,2026-12-31,18.17,29
1718,1738,Avto,43110.12,EUR,2025-06-26,2028-02-11,13.85,32
1719,2201,Mikro Biznes,46921.28,USD,2023-07-10,2029-04-09,19.31,70
1720,144,Mikro Biznes,17450.35,EUR,2023-02-20,2025-11-06,16.75,33
1721,1361,Mikro Biznes,1289.55,EUR,2023-04-01,2024-07-24,19.99,16
1722,290,Mikro Biznes,24482.86,AZN,2025-04-03,2033-01-21,12.95,95
1723,1106,Avto,25920.72,EUR,2023-07-29,2030-02-22,11.77,80
1724,1352,Avto,72612.68,AZN,2024-02-12,2026-04-02,15.33,26
1725,1936,İpoteka,269286.29,EUR,2025-05-18,2054-11-12,7.13,359
1726,2415,Mikro Biznes,39726.35,AZN,2024-12-18,2032-05-10,15.01,90
1727,1920,İstehlak,13830.57,USD,2024-11-17,2028-03-01,21.25,40
1728,2493,Mikro Biznes,49459.99,EUR,2024-07-24,2026-05-15,15.54,22
1729,1119,Avto,11687.95,AZN,2023-08-01,2027-05-12,16.91,46
1730,166,Mikro Biznes,5767.6,AZN,2023-11-01,2029-08-31,14.27,71
1731,985,İstehlak,2603.91,USD,2024-08-07,2029-05-13,21.12,58
1732,149,İstehlak,24523.48,AZN,2022-10-30,2024-11-18,17.8,25
1733,152,İpoteka,27817.89,USD,2024-12-12,2050-06-29,8.06,311
1734,718,Mikro Biznes,41681.82,EUR,2024-08-21,2031-12-13,14.82,89
1735,402,Mikro Biznes,7393.14,AZN,2024-08-17,2032-06-06,18.5,95
1736,1969,Mikro Biznes,9053.93,EUR,2024-08-06,2029-12-08,16.86,65
1737,1653,Mikro Biznes,16644.09,EUR,2024-10-11,2027-11-25,17.19,38
1738,2262,İstehlak,18569.64,AZN,2025-01-07,2029-10-13,19.48,58
1739,2392,İpoteka,123919.65,AZN,2025-07-21,2030-12-22,9.76,66
1740,876,Avto,25654.06,EUR,2024-03-03,2027-05-17,17.48,39
1741,846,Avto,63358.6,AZN,2025-07-13,2031-03-14,11.31,69
1742,2489,İpoteka,282625.89,AZN,2022-10-28,2030-06-18,7.31,93
1743,1476,İpoteka,164682.26,EUR,2023-05-12,2031-09-27,8.86,102
1744,1990,Avto,39988.99,EUR,2023-11-10,2029-06-11,17.28,68
1745,1619,İpoteka,270479.14,USD,2024-07-17,2036-09-12,7.37,148
1746,1736,İpoteka,93981.63,AZN,2024-09-23,2040-10-29,8.64,196
1747,1442,İstehlak,15829.07,AZN,2023-04-02,2026-11-12,21.41,44
1748,2332,Avto,23936.47,USD,2023-05-01,2026-12-11,17.2,44
1749,124,İstehlak,24183.06,AZN,2024-08-06,2026-03-29,21.64,20
1750,750,Mikro Biznes,43577.75,EUR,2023-01-17,2026-11-27,16.71,47
1751,58,Avto,59057.73,USD,2024-01-07,2026-04-26,11.12,28
1752,404,İpoteka,275477.26,EUR,2024-04-25,2035-12-24,9.63,142
1753,126,İpoteka,35469.48,USD,2023-03-03,2052-05-29,8.14,356
1754,2186,İpoteka,203182.05,EUR,2023-01-29,2039-03-06,9.78,196
1755,788,İstehlak,4331.41,AZN,2023-05-03,2027-11-08,20.45,55
1756,713,İstehlak,17035.14,EUR,2023-10-09,2025-03-02,15.94,17
1757,1101,Avto,12656.69,EUR,2025-07-08,2028-09-20,17.51,39
1758,1297,İpoteka,118990.52,EUR,2024-05-12,2036-09-06,7.81,150
1759,1162,İpoteka,22091.95,EUR,2025-01-12,2041-07-17,8.31,201
1760,1473,Avto,47773.67,EUR,2024-10-05,2028-04-17,15.29,43
1761,1006,Avto,47306.81,USD,2023-05-25,2028-05-28,13.16,61
1762,210,Mikro Biznes,30916.66,EUR,2025-08-27,2027-11-15,16.44,27
1763,704,Avto,42900.24,USD,2023-01-06,2027-02-14,13.66,50
1764,300,Avto,79607.99,EUR,2024-01-27,2027-07-10,16.72,42
1765,113,İpoteka,25502.1,AZN,2025-03-05,2049-03-29,9.51,293
1766,886,İpoteka,59811.55,EUR,2024-07-14,2034-10-20,9.7,125
1767,1707,İstehlak,5202.05,EUR,2023-12-14,2027-04-27,15.91,41
1768,1697,Mikro Biznes,32299.33,EUR,2024-03-14,2029-04-17,16.21,62
1769,1859,Avto,42841.62,AZN,2023-07-10,2026-02-24,15.39,32
1770,601,İstehlak,24776.58,EUR,2023-09-25,2025-08-15,21.63,23
1771,920,Mikro Biznes,48438.08,AZN,2023-12-26,2026-08-12,15.54,32
1772,581,Mikro Biznes,28667.64,AZN,2022-11-21,2024-01-15,16.9,14
1773,1505,Avto,77577.9,USD,2024-02-15,2028-05-24,16.1,52
1774,2355,İstehlak,15979.02,USD,2025-02-12,2028-01-28,20.26,36
1775,2121,İpoteka,284120.27,USD,2025-05-15,2032-10-05,9.27,90
1776,1848,Avto,20378.9,AZN,2024-06-30,2030-12-26,11.9,79
1777,1694,Avto,33670.46,USD,2024-06-28,2028-04-08,10.74,46
1778,332,İstehlak,7033.13,USD,2024-07-26,2027-04-12,15.15,33
1779,527,Avto,10151.28,AZN,2023-08-15,2028-03-21,14.22,56
1780,1692,İstehlak,6618.18,USD,2025-03-25,2027-10-11,18.82,31
1781,1735,Avto,16608.05,AZN,2024-11-26,2027-02-14,17.57,27
1782,788,Mikro Biznes,27666.38,USD,2024-08-27,2029-02-02,18.8,54
1783,1639,İstehlak,17819.93,USD,2024-04-19,2025-06-13,16.87,14
1784,2156,Mikro Biznes,20541.61,EUR,2025-09-24,2026-12-18,18.02,15
1785,2336,Avto,61384.52,AZN,2023-01-23,2027-11-28,13.08,59
1786,1290,İpoteka,289215.67,AZN,2023-03-10,2051-01-12,9.42,339
1787,906,İpoteka,232311.04,USD,2024-04-09,2052-07-11,9.55,344
1788,2267,Avto,24581.19,EUR,2025-01-30,2030-07-03,12.2,66
1789,1687,İstehlak,13741.95,EUR,2025-07-06,2030-04-11,15.06,58
1790,1456,Avto,72058.28,AZN,2024-10-12,2027-06-29,12.46,33
1791,2236,Avto,72799.7,AZN,2025-07-24,2032-03-19,13.2,81
1792,904,İstehlak,13638.54,AZN,2025-09-04,2029-10-13,19.63,50
1793,801,Avto,66705.38,EUR,2023-01-12,2026-09-23,16.87,45
1794,2459,İstehlak,25108.09,AZN,2024-03-07,2028-02-15,20.51,48
1795,396,Mikro Biznes,17886.5,EUR,2023-06-29,2029-11-24,17.53,78
1796,750,Mikro Biznes,35399.91,USD,2025-01-28,2026-08-21,13.03,19
1797,680,Avto,37131.92,USD,2025-04-03,2030-05-07,10.06,62
1798,2268,İstehlak,29125.92,AZN,2024-09-05,2026-08-26,17.43,24
1799,2232,İpoteka,116146.92,EUR,2023-12-30,2039-11-06,7.0,193
1800,202,Mikro Biznes,6473.81,EUR,2023-11-05,2028-11-08,14.3,61
1801,2060,Mikro Biznes,9893.51,EUR,2023-07-27,2027-04-07,13.27,45
1802,872,İpoteka,219673.17,EUR,2023-08-26,2035-11-21,7.13,149
1803,1409,İstehlak,23451.38,AZN,2023-05-16,2027-11-21,20.85,55
1804,1015,İstehlak,6675.17,USD,2023-04-10,2024-06-03,16.17,14
1805,715,İpoteka,219110.87,USD,2023-01-13,2049-05-26,8.37,321
1806,177,Mikro Biznes,34758.26,EUR,2023-02-18,2030-07-11,14.86,90
1807,1393,Mikro Biznes,46011.9,EUR,2025-08-13,2032-04-08,14.48,81
1808,851,İpoteka,297753.41,EUR,2024-04-16,2043-04-07,7.23,231
1809,1938,İpoteka,163612.94,EUR,2024-09-01,2050-09-15,7.45,317
1810,2053,Mikro Biznes,10712.51,EUR,2023-09-08,2027-02-19,16.95,42
1811,1351,Mikro Biznes,38401.79,USD,2025-06-12,2029-07-21,14.31,50
1812,1636,İpoteka,236947.24,AZN,2025-03-14,2038-04-05,9.02,159
1813,144,Avto,4911.67,USD,2023-01-07,2028-11-06,15.64,71
1814,1579,İstehlak,27236.51,AZN,2023-01-26,2026-07-09,15.45,42
1815,782,İstehlak,24022.81,EUR,2025-02-20,2026-07-15,21.47,17
1816,1662,İpoteka,294966.27,EUR,2023-07-08,2038-11-16,9.86,187
1817,1847,Avto,25994.68,AZN,2023-02-02,2029-11-27,14.33,83
1818,1081,Mikro Biznes,7616.56,AZN,2024-03-24,2027-01-08,14.46,34
1819,201,İstehlak,6795.42,USD,2025-08-19,2030-04-25,21.55,57
1820,1203,İstehlak,24166.59,AZN,2025-02-18,2026-02-13,19.9,12
1821,2350,İpoteka,123141.16,USD,2024-08-01,2044-04-18,7.08,240
1822,2138,İstehlak,23441.03,EUR,2024-04-08,2025-07-02,20.78,15
1823,2047,İpoteka,214017.32,AZN,2024-07-12,2038-04-30,8.2,168
1824,2196,Avto,37339.69,USD,2023-12-01,2026-08-17,16.39,33
1825,50,İpoteka,121324.96,EUR,2023-08-24,2049-05-09,7.93,313
1826,120,Avto,13862.84,EUR,2023-04-12,2029-06-09,10.59,75
1827,1674,Avto,38436.37,AZN,2023-02-16,2028-02-20,15.35,61
1828,370,Mikro Biznes,36711.75,AZN,2023-05-19,2030-11-08,17.22,91
1829,2307,İpoteka,52121.67,EUR,2024-08-05,2037-08-27,9.34,159
1830,357,Avto,47797.62,EUR,2022-12-11,2026-10-21,16.43,47
1831,1158,İpoteka,159062.22,AZN,2025-03-28,2053-07-29,8.33,345
1832,1829,İpoteka,158624.54,AZN,2024-04-11,2033-07-23,7.26,113
1833,951,İpoteka,220627.34,EUR,2022-10-25,2046-12-18,8.28,294
1834,1656,İpoteka,199391.37,USD,2023-08-18,2039-03-27,8.62,190
1835,667,İpoteka,135201.34,USD,2025-03-23,2046-04-02,9.33,256
1836,1766,Mikro Biznes,16302.75,USD,2023-05-07,2024-10-28,17.59,18
1837,245,Avto,18593.34,EUR,2022-11-04,2027-01-12,14.77,51
1838,380,Mikro Biznes,47270.48,USD,2024-04-18,2027-02-02,18.35,34
