odenis_id,kredit_id,odenis_tarixi,odenis_meblegi,odenis_novu,status
4700,1882,2025-06-09,115.74,Faiz,Qismən Ödənilib
4701,292,2024-03-02,1640.63,Əsas borc,Qismən Ödənilib
4702,2966,2025-10-17,112.69,Əsas borc,Gecikib
4703,960,2024-10-22,976.85,Cərimə,Ödənilib
4704,1675,2024-01-06,432.52,Cərimə,Ödənilib
4705,982,2023-12-17,239.17,Əsas borc,Ödənilib
4706,2373,2025-10-05,300.95,Əsas borc,Ödənilib
4707,1617,2025-07-04,840.28,Faiz,Ödənilib
4708,1811,2025-08-03,578.82,Faiz,Qismən Ödənilib
4709,1813,2023-06-20,421.57,Əsas borc,Ödənilib
4710,1881,2023-08-17,993.05,Əsas borc,Qismən Ödənilib
4711,2119,2024-09-10,405.47,Əsas borc,Ödənilib
4712,1824,2025-02-22,653.2,Əsas borc,Gecikib
4713,2113,2025-05-19,376.82,Cərimə,Gecikib
4714,1671,2024-10-30,601.43,Faiz,Qismən Ödənilib
4715,923,2025-10-21,469.35,Faiz,Qismən Ödənilib
4716,1661,2024-12-29,608.21,Əsas borc,Ödənilib
4717,2140,2024-05-22,1884.43,Cərimə,Ödənilib
4718,272,2024-09-03,943.49,Əsas borc,Qismən Ödənilib
4719,498,2025-07-08,1849.13,Əsas borc,Qismən Ödənilib
4720,670,2025-10-07,1004.61,Cərimə,Ödənilib
4721,2631,2024-01-08,327.73,Cərimə,Ödənilib
4722,2116,2025-07-27,962.13,Cərimə,Gecikib
4723,2775,2025-01-11,1647.14,Cərimə,Qismən Ödənilib
4724,748,2024-09-30,617.55,Əsas borc,Gecikib
4725,2230,2025-07-20,901.52,Faiz,Qismən Ödənilib
4726,520,2023-11-17,617.5,Əsas borc,Gecikib
4727,1072,2025-10-20,581.08,Cərimə,Gecikib
4728,2776,2023-12-04,227.7,Faiz,Ödənilib
4729,2046,2025-10-04,474.28,Cərimə,Gecikib
4730,1385,2025-01-24,485.39,Cərimə,Ödənilib
4731,1505,2024-10-19,1881.78,Faiz,Ödənilib
4732,2480,2025-05-21,448.28,Əsas borc,Qismən Ödənilib
4733,828,2024-04-03,644.7,Faiz,Gecikib
4734,2655,2024-02-13,442.0,Cərimə,Gecikib
4735,2640,2025-05-11,1218.48,Faiz,Gecikib
4736,2383,2025-01-28,209.63,Cərimə,Gecikib
4737,2647,2024-11-22,311.76,Faiz,Gecikib
4738,669,2024-01-21,183.08,Cərimə,Gecikib
4739,695,2024-12-09,650.16,Əsas borc,Ödənilib
4740,2392,2024-12-19,128.88,Cərimə,Qismən Ödənilib
4741,518,2025-04-27,943.15,Faiz,Gecikib
4742,1893,2023-07-31,545.92,Faiz,Ödənilib
4743,1301,2023-04-09,397.42,Əsas borc,Qismən Ödənilib
4744,1639,2024-04-07,664.28,Əsas borc,Ödənilib
4745,1941,2025-03-15,1073.71,Faiz,Gecikib
4746,427,2025-06-04,386.04,Cərimə,Ödənilib
4747,581,2024-08-12,1875.56,Cərimə,Ödənilib
4748,98,2025-07-02,1229.64,Əsas borc,Ödənilib
4749,1709,2025-10-20,573.4,Faiz,Gecikib
4750,2860,2024-02-10,862.46,Cərimə,Gecikib
4751,114,2024-07-24,535.51,Əsas borc,Qismən Ödənilib
4752,2578,2025-09-12,473.04,Cərimə,Qismən Ödənilib
4753,1058,2025-04-15,171.45,Faiz,Qismən Ödənilib
4754,1032,2023-09-28,610.35,Əsas borc,Ödənilib
4755,186,2025-06-13,1030.26,Əsas borc,Gecikib
4756,2018,2025-10-21,281.37,Cərimə,Ödənilib
4757,2076,2025-08-20,572.84,Əsas borc,Gecikib
4758,2051,2024-06-03,722.13,Əsas borc,Gecikib
4759,2342,2025-09-05,684.51,Əsas borc,Qismən Ödənilib
4760,666,2025-09-25,640.86,Əsas borc,Qismən Ödənilib
4761,289,2024-03-12,1251.87,Faiz,Ödənilib
4762,1300,2025-09-19,1990.8,Faiz,Gecikib
4763,2147,2025-10-11,382.03,Cərimə,Qismən Ödənilib
4764,704,2025-09-03,365.92,Cərimə,Ödənilib
4765,546,2025-03-15,309.44,Faiz,Gecikib
4766,1805,2025-04-03,913.67,Əsas borc,Qismən Ödənilib
4767,1513,2025-01-07,667.31,Faiz,Ödənilib
4768,1034,2024-08-18,51.94,Cərimə,Gecikib
4769,1545,2025-08-13,407.82,Faiz,Qismən Ödənilib
4770,1020,2023-04-20,85.66,Faiz,Qismən Ödənilib
4771,626,2022-12-25,661.87,Faiz,Gecikib
4772,1309,2025-07-22,682.63,Cərimə,Ödənilib
4773,1112,2025-10-21,505.3,Faiz,Gecikib
4774,2563,2024-10-23,497.01,Cərimə,Gecikib
4775,2666,2024-07-13,559.39,Faiz,Qismən Ödənilib
4776,556,2023-04-29,922.65,Faiz,Ödənilib
4777,296,2024-12-15,1165.38,Cərimə,Gecikib
4778,2333,2025-02-03,1784.0,Əsas borc,Qismən Ödənilib
4779,728,2023-10-28,988.84,Cərimə,Qismən Ödənilib
4780,718,2025-07-26,737.86,Faiz,Qismən Ödənilib
4781,1818,2025-04-11,669.58,Faiz,Gecikib
4782,604,2025-10-03,757.96,Faiz,Gecikib
4783,320,2025-06-04,306.93,Cərimə,Ödənilib
4784,2389,2025-10-20,857.12,Cərimə,Qismən Ödənilib
4785,558,2025-03-14,685.93,Faiz,Ödənilib
4786,2853,2025-06-07,674.02,Cərimə,Gecikib
4787,1221,2025-08-19,638.06,Cərimə,Qismən Ödənilib
4788,1964,2024-05-08,605.08,Əsas borc,Ödənilib
4789,1222,2025-08-26,393.54,Cərimə,Gecikib
4790,2682,2024-04-17,366.17,Faiz,Gecikib
4791,1850,2025-08-10,1343.51,Faiz,Ödənilib
4792,97,2025-05-17,919.68,Cərimə,Ödənilib
4793,358,2024-12-07,703.32,Əsas borc,Gecikib
4794,1430,2024-04-25,321.99,Faiz,Gecikib
4795,109,2025-02-06,411.5,Faiz,Qismən Ödənilib
4796,11,2025-10-12,947.08,Faiz,Ödənilib
4797,2270,2024-09-05,603.97,Əsas borc,Ödənilib
4798,819,2025-01-05,159.28,Əsas borc,Qismən Ödənilib
4799,1762,2025-10-14,364.77,Cərimə,Ödənilib
4800,2886,2024-04-21,750.96,Faiz,Gecikib
4801,2384,2024-11-21,135.48,Cərimə,Ödənilib
4802,1678,2023-12-01,748.1,Cərimə,Qismən Ödənilib
4803,2707,2024-09-05,741.85,Cərimə,Ödənilib
4804,828,2024-09-10,612.8,Əsas borc,Gecikib
4805,905,2024-08-05,252.75,Əsas borc,Gecikib
4806,263,2025-09-08,1612.04,Faiz,Gecikib
4807,2547,2025-08-07,308.05,Əsas borc,Ödənilib
4808,2813,2024-05-21,374.85,Əsas borc,Qismən Ödənilib
4809,2982,2023-12-11,1062.49,Əsas borc,Qismən Ödənilib
4810,23,2024-09-20,437.48,Faiz,Qismən Ödənilib
4811,1267,2024-10-11,324.66,Faiz,Gecikib
4812,221,2024-05-23,736.67,Cərimə,Ödənilib
4813,2575,2025-06-12,898.06,Cərimə,Qismən Ödənilib
4814,1634,2025-03-21,748.85,Əsas borc,Ödənilib
4815,1247,2024-09-07,540.28,Əsas borc,Gecikib
4816,166,2025-02-24,261.14,Cərimə,Qismən Ödənilib
4817,104,2024-12-13,225.81,Cərimə,Gecikib
4818,1455,2025-06-09,127.69,Əsas borc,Qismən Ödənilib
4819,1991,2024-10-10,679.54,Əsas borc,Ödənilib
4820,1290,2025-07-03,843.79,Əsas borc,Qismən Ödənilib
4821,2971,2025-10-07,708.27,Əsas borc,Gecikib
4822,879,2025-03-04,585.36,Əsas borc,Qismən Ödənilib
4823,1511,2025-09-02,484.07,Əsas borc,Ödənilib
4824,177,2025-01-30,725.08,Cərimə,Qismən Ödənilib
4825,265,2025-09-18,429.68,Faiz,Ödənilib
4826,571,2023-10-04,320.79,Əsas borc,Ödənilib
4827,1912,2024-06-21,693.58,Əsas borc,Qismən Ödənilib
4828,963,2025-03-09,720.53,Cərimə,Ödənilib
4829,206,2025-08-26,708.36,Faiz,Qismən Ödənilib
4830,2957,2025-08-20,438.49,Əsas borc,Ödənilib
4831,1388,2025-04-19,408.32,Cərimə,Qismən Ödənilib
4832,19,2024-01-03,98.37,Əsas borc,Ödənilib
4833,1761,2024-02-26,577.38,Cərimə,Qismən Ödənilib
4834,1309,2025-05-21,1841.56,Əsas borc,Qismən Ödənilib
4835,240,2022-12-29,369.92,Əsas borc,Ödənilib
4836,1345,2025-09-28,578.84,Cərimə,Qismən Ödənilib
4837,397,2025-02-17,1348.24,Əsas borc,Ödənilib
4838,1047,2025-04-11,594.81,Cərimə,Ödənilib
4839,2375,2025-06-03,525.16,Cərimə,Qismən Ödənilib
4840,2941,2025-06-30,150.32,Əsas borc,Gecikib
4841,2105,2025-09-24,599.02,Cərimə,Gecikib
4842,2519,2023-09-17,631.69,Əsas borc,Ödənilib
4843,2053,2025-06-03,453.31,Cərimə,Ödənilib
4844,2412,2025-07-23,424.04,Cərimə,Ödənilib
4845,804,2025-08-11,1569.32,Əsas borc,Gecikib
4846,2734,2025-08-26,243.52,Cərimə,Ödənilib
4847,2446,2025-10-01,406.03,Cərimə,Ödənilib
4848,202,2025-03-01,524.7,Faiz,Ödənilib
4849,643,2024-04-24,667.27,Əsas borc,Ödənilib
4850,127,2025-07-24,764.51,Cərimə,Gecikib
4851,145,2025-09-07,675.01,Əsas borc,Gecikib
4852,1118,2025-01-28,1704.74,Faiz,Qismən Ödənilib
4853,1805,2023-01-27,1104.79,Faiz,Qismən Ödənilib
4854,2547,2025-05-30,120.0,Cərimə,Gecikib
4855,1905,2023-11-19,692.44,Faiz,Ödənilib
4856,835,2024-05-28,1860.26,Cərimə,Ödənilib
4857,541,2024-01-19,1125.61,Faiz,Gecikib
4858,2044,2023-09-19,1991.34,Cərimə,Ödənilib
4859,2039,2025-05-09,641.46,Cərimə,Gecikib
4860,2259,2025-08-31,664.75,Əsas borc,Ödənilib
4861,309,2023-12-25,527.03,Faiz,Gecikib
4862,2817,2025-01-03,435.49,Cərimə,Qismən Ödənilib
4863,148,2024-09-18,264.73,Əsas borc,Qismən Ödənilib
4864,313,2025-01-25,1643.51,Faiz,Gecikib
4865,1170,2025-08-14,195.03,Cərimə,Ödənilib
4866,2964,2025-08-13,114.71,Faiz,Ödənilib
4867,25,2025-09-06,728.77,Faiz,Gecikib
4868,1049,2023-09-25,522.95,Faiz,Ödənilib
4869,1012,2023-10-07,544.49,Əsas borc,Gecikib
4870,2732,2025-09-09,650.63,Cərimə,Qismən Ödənilib
4871,2559,2024-12-01,449.92,Faiz,Gecikib
4872,84,2025-05-30,553.61,Faiz,Qismən Ödənilib
4873,1619,2025-08-04,96.2,Faiz,Qismən Ödənilib
4874,1863,2025-07-05,733.52,Cərimə,Gecikib
4875,2635,2025-01-22,493.7,Cərimə,Ödənilib
4876,2279,2025-03-21,833.85,Cərimə,Ödənilib
4877,584,2024-12-24,1958.24,Cərimə,Ödənilib
4878,2032,2025-08-21,261.33,Faiz,Qismən Ödənilib
4879,2198,2024-01-10,659.93,Cərimə,Gecikib
4880,2458,2025-02-19,1050.78,Faiz,Qismən Ödənilib
4881,1381,2024-06-14,527.58,Əsas borc,Qismən Ödənilib
4882,2462,2024-02-13,759.75,Cərimə,Gecikib
4883,2659,2023-11-29,865.79,Əsas borc,Qismən Ödənilib
4884,448,2025-08-26,391.52,Cərimə,Qismən Ödənilib
4885,654,2023-04-28,839.31,Faiz,Ödənilib
4886,280,2024-03-30,442.54,Əsas borc,Ödənilib
4887,2841,2025-03-18,305.21,Cərimə,Ödənilib
4888,2062,2023-06-13,592.61,Əsas borc,Qismən Ödənilib
4889,1908,2023-08-28,885.72,Cərimə,Ödənilib
4890,2405,2023-10-09,1991.68,Əsas borc,Ödənilib
4891,1519,2025-10-10,1940.73,Əsas borc,Ödənilib
4892,2709,2025-09-18,629.53,Əsas borc,Gecikib
4893,1253,2025-09-27,110.2,Faiz,Ödənilib
4894,2290,2024-12-12,352.75,Əsas borc,Gecikib
4895,1636,2025-03-07,339.6,Cərimə,Gecikib
4896,2321,2024-12-24,1411.41,Cərimə,Ödənilib
4897,2673,2024-10-01,911.94,Faiz,Gecikib
4898,2223,2025-06-27,661.84,Cərimə,Gecikib
4899,2004,2025-09-18,579.92,Cərimə,Ödənilib
4900,719,2024-02-20,307.17,Faiz,Qismən Ödənilib
4901,90,2025-10-17,685.07,Əsas borc,Ödənilib
4902,1676,2025-01-10,116.56,Əsas borc,Qismən Ödənilib
4903,461,2025-08-31,452.92,Cərimə,Ödənilib
4904,596,2024-11-28,971.46,Əsas borc,Ödənilib
4905,2841,2025-06-05,839.09,Cərimə,Ödənilib
4906,1136,2024-05-02,762.4,Cərimə,Qismən Ödənilib
4907,579,2025-07-29,467.09,Əsas borc,Ödənilib
4908,433,2025-10-04,458.3,Cərimə,Gecikib
4909,1571,2024-07-14,1416.77,Əsas borc,Ödənilib
4910,2983,2025-01-26,1346.63,Faiz,Ödənilib
4911,720,2025-08-15,265.81,Faiz,Ödənilib
4912,1248,2024-04-20,922.41,Faiz,Gecikib
4913,2198,2024-05-20,982.93,Cərimə,Gecikib
4914,512,2024-10-07,813.74,Əsas borc,Gecikib
4915,1024,2025-09-05,599.59,Faiz,Ödənilib
4916,336,2024-05-22,616.74,Faiz,Qismən Ödənilib
4917,2475,2025-08-30,558.75,Əsas borc,Qismən Ödənilib
4918,1219,2025-03-15,118.95,Əsas borc,Ödənilib
4919,1676,2024-07-20,392.89,Əsas borc,Qismən Ödənilib
4920,2173,2025-10-20,1037.0,Faiz,Gecikib
4921,443,2025-06-02,289.68,Faiz,Ödənilib
4922,2124,2025-08-09,1354.11,Cərimə,Gecikib
4923,1751,2025-02-23,429.29,Əsas borc,Gecikib
4924,21,2024-08-17,249.77,Əsas borc,Ödənilib
4925,1144,2024-12-23,1069.63,Əsas borc,Qismən Ödənilib
4926,815,2025-05-30,867.21,Faiz,Gecikib
4927,2414,2023-10-28,402.2,Cərimə,Ödənilib
4928,941,2025-03-20,1295.26,Faiz,Ödənilib
4929,1673,2025-07-05,179.74,Cərimə,Gecikib
4930,1948,2024-01-25,632.61,Faiz,Qismən Ödənilib
4931,121,2025-09-30,1789.92,Əsas borc,Qismən Ödənilib
4932,1473,2023-05-02,586.74,Faiz,Gecikib
4933,284,2025-08-21,981.16,Faiz,Gecikib
4934,1454,2025-04-17,864.65,Əsas borc,Ödənilib
4935,219,2025-06-04,1290.89,Əsas borc,Gecikib
4936,1005,2025-07-23,519.96,Cərimə,Qismən Ödənilib
4937,1358,2023-07-15,208.55,Cərimə,Ödənilib
4938,1931,2025-01-25,79.32,Əsas borc,Gecikib
4939,2750,2024-08-18,381.77,Cərimə,Qismən Ödənilib
4940,1852,2025-06-21,483.7,Faiz,Gecikib
4941,2531,2025-07-29,634.19,Faiz,Qismən Ödənilib
4942,401,2025-06-12,385.62,Cərimə,Qismən Ödənilib
4943,2292,2024-12-11,590.11,Faiz,Ödənilib
4944,725,2025-06-13,246.86,Faiz,Ödənilib
4945,1052,2025-07-25,495.86,Cərimə,Qismən Ödənilib
4946,873,2025-10-01,691.18,Cərimə,Gecikib
4947,1079,2025-04-18,221.61,Cərimə,Qismən Ödənilib
4948,1535,2025-04-17,756.65,Faiz,Ödənilib
4949,93,2023-09-05,897.01,Əsas borc,Gecikib
4950,1195,2025-08-01,742.63,Əsas borc,Qismən Ödənilib
4951,1923,2025-08-30,330.74,Cərimə,Ödənilib
4952,1491,2025-09-13,1381.14,Faiz,Ödənilib
4953,2825,2024-02-23,1472.42,Əsas borc,Qismən Ödənilib
4954,2064,2025-03-28,1382.9,Əsas borc,Ödənilib
4955,2277,2024-12-23,919.08,Cərimə,Gecikib
4956,475,2023-12-18,329.4,Cərimə,Gecikib
4957,2896,2023-11-27,696.44,Cərimə,Ödənilib
4958,1376,2025-01-09,992.29,Əsas borc,Gecikib
4959,2750,2025-04-24,686.93,Cərimə,Ödənilib
4960,1572,2024-02-23,512.69,Cərimə,Qismən Ödənilib
4961,1653,2025-10-09,657.43,Cərimə,Ödənilib
4962,1482,2025-01-02,788.28,Cərimə,Ödənilib
4963,2799,2025-04-19,850.2,Cərimə,Qismən Ödənilib
4964,2780,2025-09-25,452.88,Faiz,Qismən Ödənilib
4965,460,2024-12-27,60.23,Cərimə,Gecikib
4966,2338,2024-06-29,191.11,Əsas borc,Qismən Ödənilib
4967,658,2024-09-14,938.12,Cərimə,Ödənilib
4968,1385,2025-01-17,369.26,Əsas borc,Gecikib
4969,1225,2025-04-02,531.95,Faiz,Ödənilib
4970,1824,2024-01-12,833.13,Cərimə,Ödənilib
4971,2903,2024-09-05,516.15,Cərimə,Gecikib
4972,1198,2024-11-28,266.52,Faiz,Qismən Ödənilib
4973,472,2024-12-04,298.16,Faiz,Ödənilib
4974,150,2023-12-23,1955.35,Cərimə,Ödənilib
4975,10,2025-06-16,432.94,Əsas borc,Gecikib
4976,857,2025-09-24,339.84,Əsas borc,Ödənilib
4977,2147,2025-06-15,172.01,Əsas borc,Qismən Ödənilib
4978,38,2023-06-18,382.83,Əsas borc,Gecikib
4979,290,2025-09-09,380.57,Əsas borc,Qismən Ödənilib
4980,2764,2024-01-12,975.3,Cərimə,Ödənilib
4981,1214,2024-02-07,730.07,Faiz,Ödənilib
4982,2836,2025-08-09,1170.93,Əsas borc,Qismən Ödənilib
4983,1360,2025-10-05,817.62,Əsas borc,Qismən Ödənilib
4984,2011,2025-07-28,81.26,Faiz,Ödənilib
4985,1211,2024-12-23,443.12,Faiz,Ödənilib
4986,498,2025-09-21,1158.43,Əsas borc,Ödənilib
4987,1085,2025-07-28,640.03,Faiz,Qismən Ödənilib
4988,776,2025-06-14,513.46,Əsas borc,Ödənilib
4989,2702,2024-03-07,209.41,Cərimə,Ödənilib
4990,2986,2025-10-13,567.75,Cərimə,Gecikib
4991,2303,2025-10-04,805.79,Faiz,Qismən Ödənilib
4992,894,2025-01-14,1672.49,Faiz,Gecikib
4993,321,2023-08-27,322.08,Cərimə,Qismən Ödənilib
4994,2853,2024-09-13,565.05,Əsas borc,Qismən Ödənilib
4995,341,2024-11-02,394.8,Cərimə,Ödənilib
4996,247,2025-10-12,685.11,Faiz,Ödənilib
4997,346,2025-06-08,200.33,Cərimə,Qismən Ödənilib
4998,580,2025-09-22,302.63,Əsas borc,Gecikib
4999,2142,2024-02-02,256.23,Əsas borc,Qismən Ödənilib
5000,1973,2025-10-10,624.71,Cərimə,Ödənilib
5001,1613,2025-08-17,963.85,Əsas borc,Gecikib
5002,1680,2025-09-07,958.39,Faiz,Ödənilib
5003,2131,2024-05-23,390.43,Faiz,Gecikib
5004,629,2023-02-13,432.31,Faiz,Ödənilib
5005,315,2025-04-30,77.46,Əsas borc,Ödənilib
5006,2182,2025-05-31,905.77,Cərimə,Gecikib
5007,1207,2024-01-15,526.82,Cərimə,Qismən Ödənilib
5008,2413,2024-12-12,973.38,Faiz,Qismən Ödənilib
5009,2110,2024-12-27,838.46,Faiz,Ödənilib
5010,533,2025-09-05,1872.04,Əsas borc,Gecikib
5011,2891,2025-04-26,755.55,Faiz,Gecikib
5012,45,2025-07-04,390.89,Cərimə,Ödənilib
5013,2255,2024-07-13,684.69,Faiz,Qismən Ödənilib
5014,1300,2025-10-14,1048.78,Cərimə,Ödənilib
5015,1521,2024-05-12,217.48,Faiz,Gecikib
5016,276,2025-09-01,132.0,Cərimə,Qismən Ödənilib
5017,732,2023-12-30,690.53,Cərimə,Qismən Ödənilib
5018,1459,2024-09-07,490.69,Cərimə,Qismən Ödənilib
5019,381,2025-10-20,919.02,Faiz,Ödənilib
5020,1718,2025-08-06,953.47,Cərimə,Qismən Ödənilib
5021,1837,2025-07-03,584.76,Faiz,Qismən Ödənilib
5022,1207,2024-02-04,133.45,Faiz,Ödənilib
5023,2569,2023-05-23,690.25,Faiz,Gecikib
5024,222,2025-06-17,1477.67,Əsas borc,Qismən Ödənilib
5025,1924,2024-07-31,59.64,Cərimə,Gecikib
5026,139,2025-01-08,218.18,Cərimə,Ödənilib
5027,1552,2025-08-19,1342.45,Əsas borc,Qismən Ödənilib
5028,2984,2023-02-14,1904.78,Cərimə,Gecikib
5029,2513,2025-10-22,967.97,Əsas borc,Gecikib
5030,2999,2025-05-27,958.12,Əsas borc,Ödənilib
5031,1292,2025-06-28,247.59,Əsas borc,Gecikib
5032,2709,2025-06-12,114.4,Faiz,Ödənilib
5033,47,2025-02-18,1320.76,Cərimə,Gecikib
5034,2826,2025-10-06,486.52,Əsas borc,Ödənilib
5035,17,2025-10-02,783.29,Əsas borc,Qismən Ödənilib
5036,2210,2023-11-07,173.65,Faiz,Ödənilib
5037,213,2024-12-22,541.49,Cərimə,Ödənilib
5038,1178,2025-05-21,452.34,Cərimə,Gecikib
5039,1751,2024-08-14,874.32,Faiz,Gecikib
5040,958,2025-01-27,1410.81,Faiz,Ödənilib
5041,2267,2024-09-11,234.17,Cərimə,Qismən Ödənilib
5042,2651,2025-09-13,326.73,Faiz,Ödənilib
5043,510,2024-09-25,234.15,Faiz,Qismən Ödənilib
5044,2934,2025-09-12,1849.3,Cərimə,Ödənilib
5045,2003,2025-07-20,275.33,Faiz,Qismən Ödənilib
5046,1565,2025-06-16,499.15,Faiz,Gecikib
5047,1073,2025-02-16,264.96,Faiz,Ödənilib
5048,1644,2025-04-24,996.42,Faiz,Ödənilib
5049,1037,2024-01-05,1436.17,Cərimə,Ödənilib
5050,2731,2025-07-19,131.08,Əsas borc,Ödənilib
5051,2336,2024-11-02,594.62,Faiz,Qismən Ödənilib
5052,2094,2025-08-27,859.58,Əsas borc,Gecikib
5053,2787,2025-04-28,1167.44,Faiz,Qismən Ödənilib
5054,987,2025-10-21,1282.85,Əsas borc,Gecikib
5055,1475,2024-01-26,60.22,Əsas borc,Qismən Ödənilib
5056,383,2025-02-26,346.11,Faiz,Gecikib
5057,2726,2025-09-17,661.55,Cərimə,Gecikib
5058,893,2025-06-10,524.7,Əsas borc,Ödənilib
5059,2169,2025-04-13,387.71,Faiz,Ödənilib
5060,2208,2023-11-02,526.77,Əsas borc,Gecikib
5061,1032,2024-02-04,528.6,Əsas borc,Qismən Ödənilib
5062,2501,2023-09-04,446.05,Cərimə,Gecikib
5063,35,2024-11-18,1156.25,Faiz,Ödənilib
5064,767,2025-07-10,149.47,Cərimə,Ödənilib
5065,586,2025-08-16,210.81,Əsas borc,Qismən Ödənilib
5066,180,2024-11-20,408.09,Əsas borc,Qismən Ödənilib
5067,409,2025-07-31,654.81,Faiz,Ödənilib
5068,521,2024-04-17,398.24,Əsas borc,Qismən Ödənilib
5069,1972,2025-08-16,359.06,Cərimə,Qismən Ödənilib
5070,239,2025-10-12,227.43,Əsas borc,Gecikib
5071,2585,2023-01-13,1881.41,Cərimə,Gecikib
5072,2055,2024-08-14,686.48,Cərimə,Gecikib
5073,2973,2025-02-16,661.27,Faiz,Qismən Ödənilib
5074,1397,2025-02-13,104.54,Cərimə,Gecikib
5075,1683,2023-12-29,135.82,Cərimə,Qismən Ödənilib
5076,630,2024-03-22,310.16,Cərimə,Gecikib
5077,1812,2025-07-04,829.13,Faiz,Qismən Ödənilib
5078,1280,2025-09-23,226.53,Faiz,Gecikib
5079,804,2025-02-19,1207.06,Əsas borc,Gecikib
5080,1109,2024-12-30,687.56,Cərimə,Ödənilib
5081,781,2025-02-22,696.52,Cərimə,Qismən Ödənilib
5082,2331,2023-10-18,138.48,Cərimə,Qismən Ödənilib
5083,2459,2025-05-17,901.77,Faiz,Qismən Ödənilib
5084,2978,2025-04-25,1716.55,Faiz,Gecikib
5085,1798,2024-09-25,506.84,Faiz,Ödənilib
5086,723,2024-08-01,1956.8,Faiz,Ödənilib
5087,860,2023-04-07,106.09,Faiz,Qismən Ödənilib
5088,1971,2024-02-05,1982.44,Əsas borc,Gecikib
5089,810,2025-08-20,1911.48,Əsas borc,Qismən Ödənilib
5090,2181,2024-10-17,118.99,Əsas borc,Gecikib
5091,2081,2025-05-01,1052.63,Əsas borc,Gecikib
5092,1339,2025-05-13,416.36,Faiz,Ödənilib
5093,1503,2023-05-06,267.5,Cərimə,Qismən Ödənilib
5094,556,2024-06-14,1313.06,Cərimə,Ödənilib
5095,1492,2024-02-27,1417.61,Faiz,Gecikib
5096,2975,2025-07-19,836.58,Əsas borc,Qismən Ödənilib
5097,1400,2025-03-20,281.89,Faiz,Gecikib
5098,1656,2025-07-10,234.12,Faiz,Qismən Ödənilib
5099,167,2025-08-30,604.52,Cərimə,Gecikib
5100,2790,2025-06-22,560.11,Əsas borc,Gecikib
5101,2902,2025-07-29,631.79,Cərimə,Gecikib
5102,2200,2024-12-28,449.07,Cərimə,Gecikib
5103,1277,2025-05-04,1961.73,Faiz,Qismən Ödənilib
5104,1603,2024-03-19,185.01,Cərimə,Gecikib
5105,794,2023-12-09,128.17,Faiz,Gecikib
5106,498,2025-08-29,1118.99,Faiz,Qismən Ödənilib
5107,1414,2025-08-25,372.76,Əsas borc,Ödənilib
5108,2790,2025-09-25,96.32,Cərimə,Gecikib
5109,2409,2024-11-05,275.49,Əsas borc,Gecikib
5110,82,2025-08-30,430.55,Cərimə,Gecikib
5111,1317,2024-06-13,190.08,Cərimə,Qismən Ödənilib
5112,2569,2024-03-20,676.25,Əsas borc,Qismən Ödənilib
5113,1300,2025-10-05,1625.98,Cərimə,Qismən Ödənilib
5114,130,2025-10-05,74.22,Əsas borc,Gecikib
5115,322,2024-12-12,1938.4,Əsas borc,Gecikib
5116,518,2025-08-31,1508.36,Faiz,Gecikib
5117,886,2024-02-29,166.64,Faiz,Gecikib
5118,2230,2024-07-29,1305.82,Cərimə,Ödənilib
5119,1450,2024-08-25,1704.41,Cərimə,Gecikib
5120,2206,2025-07-28,223.44,Cərimə,Ödənilib
5121,957,2023-02-28,560.47,Əsas borc,Qismən Ödənilib
5122,2333,2024-09-05,1793.36,Əsas borc,Qismən Ödənilib
5123,1790,2025-08-20,931.27,Faiz,Ödənilib
5124,1891,2025-01-26,653.06,Əsas borc,Qismən Ödənilib
5125,557,2024-10-04,178.21,Cərimə,Gecikib
5126,1993,2025-05-15,286.99,Faiz,Ödənilib
5127,2230,2025-04-01,1206.04,Faiz,Gecikib
5128,477,2025-09-22,453.09,Cərimə,Gecikib
5129,1687,2025-05-09,455.23,Əsas borc,Gecikib
5130,1512,2025-05-30,1930.62,Cərimə,Gecikib
5131,1203,2025-07-30,451.76,Cərimə,Qismən Ödənilib
5132,2698,2024-11-06,909.01,Əsas borc,Ödənilib
5133,2998,2024-12-25,563.1,Faiz,Ödənilib
5134,934,2025-08-30,533.37,Faiz,Gecikib
5135,152,2024-08-15,130.99,Əsas borc,Qismən Ödənilib
5136,341,2024-04-09,359.75,Faiz,Ödənilib
5137,312,2025-07-03,1216.49,Əsas borc,Ödənilib
5138,2486,2025-06-29,200.19,Cərimə,Gecikib
5139,2339,2025-10-15,316.25,Faiz,Ödənilib
5140,2704,2025-01-15,1925.63,Faiz,Gecikib
5141,328,2025-06-07,580.36,Əsas borc,Gecikib
5142,2450,2025-02-21,147.37,Əsas borc,Gecikib
5143,595,2025-10-22,238.15,Faiz,Qismən Ödənilib
5144,2925,2025-05-20,168.89,Əsas borc,Gecikib
5145,2242,2025-06-25,512.17,Cərimə,Ödənilib
5146,10,2025-05-03,207.8,Faiz,Gecikib
5147,2737,2023-08-27,297.54,Faiz,Gecikib
5148,2504,2025-09-18,506.63,Faiz,Qismən Ödənilib
5149,54,2025-06-27,391.79,Cərimə,Qismən Ödənilib
5150,2507,2024-09-12,658.78,Əsas borc,Ödənilib
5151,972,2024-12-28,361.84,Cərimə,Ödənilib
5152,277,2024-07-14,1479.46,Əsas borc,Qismən Ödənilib
5153,2195,2025-07-02,661.64,Faiz,Ödənilib
